NULL,José de las Casas
NULL,Manuel Antonio de la Villa
NULL,José de Rivero y Merino
NULL,Antonio Santiago Piñeiro
NULL,José de Llano
NULL,Cosme de Bringas
NULL,Juan de Zurbarán
NULL,Pedro del Barco
NULL,Mateo de Urcullu
NULL,Manuel Fernández Trelles
NULL,José Teodoro Pérez
NULL,Álvaro de Castro
NULL,Manuel de Abona
NULL,Francisco de Llanos
NULL,Juan Manuel de Cagigas
NULL,Juan Antonio de Laredo
NULL,Pedro de Llanos
NULL,Francisco Antonio Abello
NULL,Antonio de Berraondo
NULL,Francisco de Madera
NULL,Cayetano Antúnez
NULL,Ignacio Pérez
NULL,José Suárez Quirós
NULL,Domingo de Fuentes y Villar
NULL,José Antonio de Llanos
NULL,José Merino
NULL,Francisco de Larrea
NULL,José Rodríguez Solís
NULL,Antonio Albuerne
NULL,José de Mendieta
NULL,Domingo de Guesuraga
NULL,Juan Antonio González
NULL,Juan Antonio de la Bodega
NULL,José de la Cuadra y Foncerrada
NULL,Jacinto de Vargas Machuca
NULL,Clemente de Ubarri
NULL,Ramón José de Rivero
NULL,Manuel Rodríguez y Salsidua
NULL,Juan Tutzo
NULL,Luis de Videgaray
NULL,José Francisco de Becerra
NULL,José Montaño y de la Cuadra
NULL,Matías Rivera y Artacho
NULL,Andrés Vélez
NULL,Silvestre de Zabala
